week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Date,Temp_C
23rd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12.0,0.4,7,6,2022,26.166667,77.5,4.75e-05,3.0,318.4833334,2022-06-07,45.333333400000015
23rd week,Maharashtra,Chandrapur,Malaria,3.0,1.0,4,6,2022,20.0967555,79.50454752,0.006238415131,6.0,311.32,2022-06-04,38.170000000000016
23rd week,Maharashtra,Latur,Acute Diarrhoeal Disease,21.0,2.2,7,6,2022,18.35159075,76.75542361,0.02719165232,2.0,312.02500000000003,2022-06-07,38.87500000000006
23rd week,Maharashtra,Satara,Chikungunya,5.0,0.6,3,6,2022,17.63612885,74.29827808,0.0292018731,5.0,311.508,2022-06-03,38.358000000000004
23rd week,Odisha,Khordha,Acute Diarrhoeal Disease,7.0,1.4,10,6,2022,20.22564715,85.56059465,0.001571475845,11.2,308.04,2022-06-10,34.89000000000004
23rd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,160.0,0.6,8,6,2022,25.48877345,74.69961284,5.06e-05,3.0,316.99333340000004,2022-06-08,43.84333340000006
23rd week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,26.0,1.8,3,6,2022,12.09680475,78.19304301,0.08874493976,13.0,306.105,2022-06-03,32.95500000000004
23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,7.0,0.2,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,2022-06-06,35.04000000000002
23rd week,Tamil Nadu,Tiruchirappalli,Cholera,17.0,0.2,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,2022-06-06,35.04000000000002
23rd week,Tamil Nadu,Tiruchirappalli,Acute Diarrhoeal Disease,17.0,0.2,6,6,2022,10.7992254,78.6811423,0.05825984009,9.0,308.19,2022-06-06,35.04000000000002
23rd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,10.0,0.2,31,5,2022,15.52481495,78.41517104,0.0003646042804,16.0,307.456,2022-05-31,34.30600000000004
23rd week,Karnataka,BBMP,Cholera,169.0,1.0,31,5,2022,13.058135,77.50646228,0.04676073172,12.0,302.68333340000004,2022-05-31,29.53333340000006
23rd week,Kerala,Ernakulam,Dengue,69.0,1.0,24,4,2022,9.98408,76.2741457,0.3389977729,26.0,302.5733334,2022-04-24,29.423333400000047
23rd week,Maharashtra,Jalgaon,Chikungunya,9.0,1.4,23,5,2022,20.84288265,75.52612464,0.0002075557817,3.0,315.88,2022-05-23,42.73000000000002
23rd week,Tamil Nadu,Tenkasi,Dengue,19.0,0.4,20,5,2022,9.0318958,77.36536125,0.4864043787,7.0,314.98,2022-05-20,41.83000000000004
24th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,8.0,1.0,15,6,2022,20.73218365,81.14335738,0.09105455212,9.0,312.90000000000003,2022-06-15,39.75000000000006
24th week,Himachal Pradesh,Solan,Dengue,34.0,0.6,10,6,2022,30.92589585,77.08200509,7.63e-05,12.4,305.7866666,2022-06-10,32.63666660000001
24th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,21.0,1.0,11,6,2022,22.8092139,86.2091549,0.08390716839,10.0,306.504,2022-06-11,33.35400000000004
24th week,Karnataka,Chikkamagaluru,Acute Diarrhoeal Disease,37.0,1.2,11,6,2022,13.5,75.5,0.1975323486,22.0,297.78000000000003,2022-06-11,24.630000000000052
24th week,Karnataka,Shivamogga,Acute Diarrhoeal Disease,45.0,4.6,13,6,2022,13.9326093,75.574978,0.1825781613,12.0,301.66,2022-06-13,28.510000000000048
24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,13.0,0.6,14,6,2022,13.1367201,78.1337246,0.1031526961,13.0,305.2066666,2022-06-14,32.05666660000003
24th week,Karnataka,Dakshina Kannada,Acute Diarrhoeal Disease,18.0,0.4,13,6,2022,12.9324457,74.9813132,1.388208146,12.0,301.76,2022-06-13,28.610000000000014
24th week,Karnataka,Mandya,Acute Diarrhoeal Disease,14.0,0.6,12,6,2022,12.5238888,76.8961961,0.0585492164,9.0,303.26,2022-06-12,30.110000000000014
24th week,Karnataka,Vijayapura,Chikungunya,16.0,0.8,12,6,2022,16.666667,75.916667,0.1594723727,4.0,306.66400000000004,2022-06-12,33.51400000000007
24th week,Karnataka,Chikkaballapur,Dengue,28.0,1.0,8,6,2022,13.6102243,77.5127721,0.3458920887,10.0,304.065,2022-06-08,30.91500000000002
24th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,20.0,1.0,12,6,2022,24.756718,81.65493469,0.0004349343701,4.0,315.416,2022-06-12,42.26600000000002
24th week,Maharashtra,Gondia,Malaria,47.0,1.0,13,6,2022,21.455228,80.1962729,0.02882213092,7.0,311.61,2022-06-13,38.460000000000036
24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,47.0,1.0,15,6,2022,21.1498134,79.0820556,0.1443727443,3.0,317.6,2022-06-15,44.450000000000045
24th week,Punjab,Patiala,Acute Diarrhoeal Disease,283.0,2.2,15,6,2022,30.2090874,76.33987209,0.01315846829,3.0,312.0266666,2022-06-15,38.87666660000002
24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,8.0,2.0,16,6,2022,25.53609455,81.44672839,0.01293798244,5.0,311.985,2022-06-16,38.835000000000036
1st week,Kerala,Ernakulam,Acute Diarrhoeal Disease,92.0,1.4,1,1,2021,9.98408,76.2741457,0.1837852273,34.0,302.30400000000003,2021-01-01,29.154000000000053
1st week,Tamil Nadu,Dharmapuri,Acute Diarrhoeal Disease,17.0,0.8,4,1,2022,12.09680475,78.19304301,0.1122425766,15.0,298.36,2022-01-04,25.210000000000036
2nd week,Puducherry,Puducherry,Dengue,6.0,1.0,11,1,2021,11.9340568,79.8306447,0.8757740871,8.0,300.28000000000003,2021-01-11,27.130000000000052
3rd week,Karnataka,Raichur,Acute Diarrhoeal Disease,13.0,0.2,20,1,2021,16.083333,77.166667,2.27e-05,8.0,304.4033334,2021-01-20,31.25333340000003
3rd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,61.0,2.4,24,1,2021,13.6102243,77.5127721,0.0009201762932,17.2,303.09000000000003,2021-01-24,29.940000000000055
3rd week,Karnataka,Bagalkot,Chikungunya,18.0,1.0,17,1,2021,16.1853166,75.6967919,5.22e-05,18.2,304.2133334,2021-01-17,31.063333400000033
3rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,47.0,1.0,20,1,2021,15.2485413,76.8323648,2.27e-05,8.0,303.2133334,2021-01-20,30.063333400000033
3rd week,Maharashtra,Gadchiroli,Malaria,2.0,1.0,20,1,2021,19.75907035,80.16228073,2.27e-05,13.0,302.15000000000003,2021-01-20,29.000000000000057
3rd week,Punjab,Patiala,Acute Diarrhoeal Disease,41.0,1.0,18,1,2021,30.2090874,76.33987209,0.002698492666,16.0,291.34000000000003,2021-01-18,18.190000000000055
3rd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62.0,1.0,18,1,2021,22.642931,88.8930579,7.19e-05,6.0,293.5066666,2021-01-18,20.35666660000004
4th week,Karnataka,Ballari,Acute Diarrhoeal Disease,14.0,0.6,26,1,2021,15.2485413,76.8323648,7.83e-06,7.0,306.288,2021-01-26,33.138000000000034
4th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,23.0,1.8,25,1,2021,9.98408,76.2741457,0.2918351825,7.0,301.948,2021-01-25,28.798000000000002
4th week,Maharashtra,Gadchiroli,Malaria,10.0,1.0,26,1,2021,19.75907035,80.16228073,7.83e-06,14.0,302.7,2021-01-26,29.55000000000001
4th week,Puducherry,Puducherry,Dengue,13.0,0.8,25,1,2021,11.9340568,79.8306447,0.05978804278,14.0,300.11,2021-01-25,26.960000000000036
4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7.0,1.6,25,1,2021,9.4477045,77.8000434,0.08665667543,6.2,301.34000000000003,2021-01-25,28.190000000000055
5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309.0,1.0,6,2,2021,31.3380959,76.7611631,0.2279965979,12.0,287.772,2021-02-06,14.622000000000014
5th week,Karnataka,Chamarajanagar,Chikungunya,15.0,1.0,2,1,2021,11.9346006,76.9328209,0.2146496303,16.0,302.82,2021-01-02,29.670000000000016
5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14.0,0.2,1,2,2021,13.0070817,76.0992703,0.0006280313912,12.8,304.448,2021-02-01,31.298000000000002
5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26.0,0.8,4,2,2021,12.5238888,76.8961961,0.0001563311037,8.0,303.812,2021-02-04,30.662000000000035
5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18.0,1.2,5,2,2021,16.083333,77.166667,7.82e-05,7.0,306.61333340000004,2021-02-05,33.46333340000007
5th week,Maharashtra,Satara,Chikungunya,20.0,1.4,25,1,2021,17.63612885,74.29827808,8.27e-06,11.8,306.4833334,2021-01-25,33.333333400000015
5th week,Maharashtra,Thane,Malaria,2.0,1.0,6,1,2021,19.1943294,72.9701779,0.02576509704,12.0,302.99,2021-01-06,29.840000000000032
5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5.0,2.0,27,1,2021,25.40237355,91.83254097,0.01593984196,25.0,291.3166666,2021-01-27,18.166666600000042
5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15.0,1.2,7,1,2021,25.347969,90.56577726,3.76e-05,37.0,293.2133334,2021-01-07,20.063333400000033
5th week,Odisha,Bolangir,Chikungunya,5.0,0.2,30,1,2021,20.7502257,83.2499464,0.008809665092,9.0,302.44,2021-01-30,29.29000000000002
5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35.0,0.4,4,2,2021,20.8522696,86.3385714,7.82e-05,5.0,299.9866666,2021-02-04,26.8366666
5th week,Odisha,Puri,Acute Diarrhoeal Disease,350.0,6.4,6,2,2021,19.8076083,85.8252538,0.003205307448,9.0,301.12,2021-02-06,27.970000000000027
5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13.0,0.8,15,1,2021,26.1783623,90.6226683,0.0417289438,17.0,294.5933334,2021-01-15,21.44333340000003
6th week,Karnataka,Dharwad,Dengue,3.0,0.8,9,2,2021,15.4540505,75.0066516,8.81e-05,13.6,306.96,2021-02-09,33.81
6th week,Maharashtra,Satara,Chikungunya,19.0,1.8,5,2,2021,17.63612885,74.29827808,7.82e-05,7.0,305.836,2021-02-05,32.686000000000035
6th week,Maharashtra,Thane,Chikungunya,2.0,0.6,30,1,2021,19.1943294,72.9701779,3.79e-05,10.0,304.7766666,2021-01-30,31.62666660000002
6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25.0,1.2,8,2,2021,23.3291882,86.3672378,0.02399720849,4.0,299.0,2021-02-08,25.850000000000023
7th week,Karnataka,Bidar,Chikungunya,30.0,1.2,20,2,2021,18.083333,77.333333,0.02307911892,4.0,308.84000000000003,2021-02-20,35.690000000000055
7th week,Maharashtra,Satara,Dengue,19.0,0.0,16,2,2021,17.63612885,74.29827808,5.4e-05,6.0,307.9866666,2021-02-16,34.8366666
8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24.0,1.0,20,2,2021,15.8309251,78.0425373,0.007255567001,8.0,306.6,2021-02-20,33.450000000000045
8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43.0,0.8,23,2,2021,13.1367201,78.1337246,0.1233345256,8.0,303.528,2021-02-23,30.378000000000043
8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108.0,0.8,22,2,2021,11.9340568,79.8306447,0.1317422113,8.0,303.5733334,2021-02-22,30.423333400000047
8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41.0,0.6,22,2,2021,10.3826515,78.8191259,0.07038244234,7.0,302.62,2021-02-22,29.470000000000027
8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10.0,1.0,12,2,2022,22.5,75.25,8.29e-05,13.0,301.496,2022-02-12,28.346000000000004
8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30.0,1.6,5,3,2021,14.6546235,77.55625984,3.87e-05,10.8,313.216,2021-03-05,40.06600000000003
8th week,Puducherry,Puducherry,Dengue,11.0,0.8,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,2021-03-01,33.80200000000002
8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14.0,0.2,6,3,2021,11.2287716,78.81825555,0.0007425420286,14.0,310.0666666,2021-03-06,36.91666660000004
8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29.0,1.0,6,3,2021,22.9052114,88.3760639,6.9e-05,14.0,303.87,2021-03-06,30.720000000000027
8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26.0,0.8,24,2,2021,9.98408,76.2741457,0.077130138,37.0,303.536,2021-02-24,30.386000000000024
9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30.0,1.6,5,3,2021,14.6546235,77.55625984,3.87e-05,10.8,313.216,2021-03-05,40.06600000000003
9th week,Puducherry,Puducherry,Dengue,11.0,0.8,1,3,2021,11.9340568,79.8306447,0.00108310766,10.0,306.952,2021-03-01,33.80200000000002
9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14.0,0.2,6,3,2021,11.2287716,78.81825555,0.0007425420286,14.0,310.0666666,2021-03-06,36.91666660000004
9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29.0,1.0,6,3,2021,22.9052114,88.3760639,6.9e-05,14.0,303.87,2021-03-06,30.720000000000027
10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43.0,1.0,8,3,2020,22.9052114,88.3760639,0.2020248538,12.0,298.785,2020-03-08,25.635000000000048
11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37.0,1.0,12,3,2021,25.58173695,91.28910306,0.2810213627,23.0,297.5,2021-03-12,24.350000000000023
11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255.0,1.2,16,3,2021,23.19989585,86.3209473,0.219921134,6.0,307.012,2021-03-16,33.86200000000002
11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122.0,0.2,9,3,2021,22.5760669,88.42006758,0.001902199772,8.0,304.2066666,2021-03-09,31.056666600000028
12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80.0,0.4,21,3,2021,17.63612885,74.29827808,0.002590515235,11.0,313.772,2021-03-21,40.622000000000014
12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32.0,1.0,22,3,2021,25.87640255,91.85675742,0.006461681559,15.8,300.0933334,2021-03-22,26.94333340000003
12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12.0,0.8,25,3,2021,19.75,83.0,0.02773092518,8.0,310.964,2021-03-25,37.81400000000002
12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57.0,0.8,25,3,2021,22.5760669,88.42006758,0.01950165728,11.0,304.40000000000003,2021-03-25,31.250000000000057
12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32.0,0.2,22,3,2021,22.5760669,88.42006758,0.0009307689556,16.0,304.6033334,2021-03-22,31.45333340000002
12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93.0,0.6,19,3,2021,22.642931,88.8930579,0.09780574633,20.0,301.7566666,2021-03-19,28.60666660000004
12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11.0,0.4,25,1,2021,16.083333,77.166667,8.27e-06,11.8,307.192,2021-01-25,34.04200000000003
13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19.0,1.0,28,3,2021,9.98408,76.2741457,0.1058280007,25.0,305.15000000000003,2021-03-28,32.00000000000006
13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10.0,0.6,4,4,2021,20.13069385,84.07904761,0.0009612371809,9.0,309.16400000000004,2021-04-04,36.01400000000007
13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126.0,0.4,31,3,2021,23.391717,87.90621212,0.004923739049,14.0,305.7766666,2021-03-31,32.62666660000002
13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37.0,1.6,9,3,2021,9.98408,76.2741457,0.02291590332,35.0,306.5766666,2021-03-09,33.42666660000003
14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50.0,6.4,5,4,2021,9.98408,76.2741457,0.3541519613,27.0,303.65000000000003,2021-04-05,30.500000000000057
14th week,Kerala,Palakkad,Dengue,7.0,1.6,1,4,2021,10.78789845,76.47408711,0.6474464086,22.0,305.312,2021-04-01,32.162000000000035
14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8.0,2.2,5,4,2021,25.40237355,91.83254097,0.8692736935,23.0,299.368,2021-04-05,26.218000000000018
14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41.0,0.6,6,4,2021,23.41146995,87.84499445,0.02559297015,20.6,306.36,2021-04-06,33.210000000000036
14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31.0,0.2,5,4,2021,22.5736296,88.3251045,0.04199322725,11.0,305.7633334,2021-04-05,32.613333400000045
14th week,West Bengal,Hooghly,Cholera,25.0,0.2,7,4,2021,22.9052114,88.3760639,0.03927329535,11.6,305.37,2021-04-07,32.22000000000003
15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24.0,35.0,9,4,2021,25.61849455,90.63421622,0.2053087171,27.0,301.36333340000004,2021-04-09,28.213333400000067
15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120.0,1.0,4,4,2021,22.5760669,88.42006758,0.02131883061,11.0,305.42,2021-04-04,32.27000000000004
15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55.0,0.6,22,4,2021,22.5760669,88.42006758,0.02302723382,7.4,306.28000000000003,2021-04-22,33.13000000000005
16th week,Maharashtra,Satara,Dengue,7.0,0.2,15,4,2021,17.63612885,74.29827808,0.1527963029,6.0,313.9833334,2021-04-15,40.833333400000015
16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146.0,0.6,16,4,2021,22.5760669,88.42006758,0.06447265222,12.0,306.84000000000003,2021-04-16,33.690000000000055
16th week,Kerala,Kottayam,Dengue,19.0,1.6,10,3,2021,9.6287383,76.64553257,0.04293383034,35.0,306.34000000000003,2021-03-10,33.190000000000055
16th week,Maharashtra,Ahmednagar,Chikungunya,3.0,1.0,23,3,2021,19.1627725,74.8580243,0.04168389914,6.0,309.66,2021-03-23,36.51000000000005
16th week,Maharashtra,Ahmednagar,Chikungunya,13.0,0.4,4,4,2021,19.1627725,74.8580243,7.99e-05,6.0,316.252,2021-04-04,43.10200000000003
16th week,Maharashtra,Satara,Dengue,31.0,1.0,5,4,2021,17.63612885,74.29827808,7.5e-05,5.0,317.92,2021-04-05,44.77000000000004
17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9.0,0.2,1,5,2021,18.7232023,82.60811828,0.02873045432,6.8,310.112,2021-05-01,36.962000000000046
17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31.0,1.0,30,4,2021,20.1160666,85.11195644,0.01201217272,9.6,312.47,2021-04-30,39.32000000000005
18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19.0,0.6,8,5,2021,31.1239515,76.1201871,0.2613503669,6.0,307.13,2021-05-08,33.98000000000002
19th week,Kerala,Kasaragod,Dengue,51.0,1.4,12,5,2021,12.5035577,74.9907022,0.5826390959,14.0,301.27,2021-05-12,28.120000000000005
19th week,Kerala,Kozhikode,Dengue,43.0,0.2,10,4,2021,11.2450558,75.7754716,0.1248424286,14.4,303.57833331999996,2021-04-10,30.42833331999998
19th week,Maharashtra,Thane,Malaria,2.0,1.0,2,5,2021,19.1943294,72.9701779,0.1122390997,10.0,314.216,2021-05-02,41.06600000000003
20th week,Maharashtra,Nashik,Chikungunya,6.0,1.0,19,5,2021,20.0112475,73.7902364,0.2612602835,7.0,312.09000000000003,2021-05-19,38.940000000000055
20th week,Kerala,Kannur,Dengue,32.0,1.0,2,5,2021,11.8763836,75.3737973,0.35772868548000003,26.0,301.71500000000003,2021-05-02,28.565000000000055
20th week,Kerala,Malappuram,Dengue,37.0,1.0,3,3,2021,11.10684475,76.1099551,0.2116405502,25.0,305.488,2021-03-03,32.33800000000002
20th week,Maharashtra,Nashik,Chikungunya,11.0,0.4,18,3,2021,20.0112475,73.7902364,5.56e-05,7.0,310.6566666,2021-03-18,37.50666660000002
20th week,Maharashtra,Pune,Chikungunya,25.0,0.8,8,2,2021,18.521428,73.8544541,9.5e-05,9.0,305.296,2021-02-08,32.146000000000015
20th week,Maharashtra,Thane,Dengue,2.0,1.0,29,4,2021,19.1943294,72.9701779,0.1043926176,9.0,315.4666666,2021-04-29,42.31666660000002
21st week,Kerala,Kozhikode,Dengue,64.0,0.2,5,5,2021,11.2450558,75.7754716,0.5271077054,11.8,305.37653336000005,2021-05-05,32.226533360000076
22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15.0,0.6,6,6,2021,20.952407,72.9323831,0.07229866355,7.0,305.425,2021-06-06,32.275000000000034
22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108.0,6.0,30,5,2021,21.19177615,72.95441578,0.04020598334,10.0,302.808,2021-05-30,29.658000000000015
22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108.0,0.6,3,6,2021,21.12304765,79.79390882,0.05414090437,5.0,316.955,2021-06-03,43.80500000000001
22nd week,Maharashtra,Pune,Chikungunya,6.0,1.0,1,6,2021,18.521428,73.8544541,0.3985516351,5.0,309.332,2021-06-01,36.182000000000016
22nd week,West Bengal,Purba Bardhaman,Cholera,29.0,0.8,31,5,2021,23.391717,87.90621212,0.8991830033,5.0,302.24,2021-05-31,29.090000000000032
22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51.0,1.2,1,6,2021,24.0,87.583333,1.111215294,8.2,301.78000000000003,2021-06-01,28.630000000000052
22nd week,Kerala,Ernakulam,Dengue,24.0,1.0,5,5,2021,9.98408,76.2741457,0.6079043601,28.0,304.5,2021-05-05,31.350000000000023
22nd week,Kerala,Malappuram,Dengue,20.0,1.6,17,5,2021,11.10684475,76.1099551,2.625326529,14.2,295.27413332000003,2021-05-17,22.124133320000055
23rd week,Maharashtra,Osmanabad,Dengue Fever,7.0,1.0,2,6,2021,18.16984395,76.11796321,0.2700335578,3.4,313.328,2021-06-02,40.178
23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342.0,0.4,9,6,2021,30.7041168,76.7176885,0.1349510589,6.4,307.21,2021-06-09,34.06
23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15.0,0.6,31,5,2021,22.5584995,72.9625629,0.002561268239,9.0,308.588,2021-05-31,35.438000000000045
23rd week,Kerala,Kozhikode,Dengue,64.0,0.8,11,5,2021,11.2450558,75.7754716,0.3779355478,9.4,304.07933332000005,2021-05-11,30.92933332000007
23rd week,Kerala,Trivandrum,Chikungunya,10.0,1.4,14,5,2021,8.4882267,76.947551,1.219771472,9.0,300.26,2021-05-14,27.110000000000014
23rd week,Kerala,Palakkad,Dengue Fever,8.0,3.2,19,5,2021,10.78789845,76.47408711,2.608608357,24.0,300.12,2021-05-19,26.970000000000027
23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289.0,1.8,16,4,2021,22.9052114,88.3760639,0.113017599,13.0,306.2166666,2021-04-16,33.06666660000002
24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44.0,1.0,11,6,2021,22.8176662,70.8345928,0.01993589005,3.0,309.2566666,2021-06-11,36.10666660000004
24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18.0,0.8,20,6,2021,21.75,86.5,1.686497547,14.0,302.58866668,2021-06-20,29.43866668000004
24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29.0,0.2,17,6,2021,23.41146995,87.84499445,0.9575893962,9.2,300.72,2021-06-17,27.57000000000005
24th week,Kerala,Kozhikode,Dengue,24.0,1.4,20,5,2021,11.2450558,75.7754716,3.641437897,3.6,294.76133332000006,2021-05-20,21.611333320000085
25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174.0,2.0,24,6,2021,21.825599,75.614182,0.2327137536,5.0,307.62,2021-06-24,34.47000000000003
25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36.0,0.4,19,6,2021,21.51450155,74.54070115,0.09326677373,5.0,309.316,2021-06-19,36.166
25th week,Maharashtra,Sindhudurg,Dengue,62.0,2.4,25,6,2021,16.1357193,73.6522086,0.833671811,10.0,298.11,2021-06-25,24.960000000000036
25th week,Uttar Pradesh,Farrukhabad,Dengue,7.0,1.0,26,6,2021,27.43719385,79.48912947,0.07073094221,11.6,306.42,2021-06-26,33.27000000000004
25th week,Kerala,Kollam,Dengue,22.0,1.8,7,6,2021,8.8879509,76.5955013,1.052681601,21.0,299.96,2021-06-07,26.810000000000002
25th week,Kerala,Palakkad,Dengue,16.0,0.6,24,5,2021,10.78789845,76.47408711,1.051908116,4.2,301.21500000000003,2021-05-24,28.065000000000055
